Scenario ID,Type,Scenario Name,Description,KPI ID,Impact Type,Impact Value,Plausibility,Severity,Recovery Qtrs,Mitigation Lever,Calibration Source,Applied_Severity_Mult
S20_v1.0_1,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",FIN01,pct,-1.7634,3,3,3,Strategic planning,FY23 IMF programme,1.0
S54_v1.5_2,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS04,pct,14.7756,2,3,2,Macro hedging,ARPU uplift,1.5
S10_v1.0_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,FIN01,pct,-5.5289,3,4,2,Product differentiation,revenue erosion,1.0
S02_v1.5_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN03,delta,-4.3342,3,3,2,Cost optimisation,FY22 inflation impact,1.5
S44_v1.5_1,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,MoMoUsers,pct,-22.3711,3,4,3,Fintech partnership,Kenya M-Pesa vs banks,1.5
S12_v0.5_2,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,SEG03,pct,-15.95,3,4,4,Fintech strategy (enhanced),industry analysis,0.5
S69_v0.5_2,Stress,MoMo fraud surge +200%,"Fraud losses double, customer trust dips",SEG03,pct,-2.4193,3,3,2,Fraud detection (enhanced),trust erosion,0.5
S53_v1.5_2,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",DigitalRev,pct,119.0507,3,4,4,Fintech growth (enhanced),new revenue,1.5
S29_v0.5_2,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,FIN01,pct,-14.1291,1,5,8,Legal defence,extreme tail risk,0.5
S44_v1.5_2,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,MoMoUsers,pct,-22.433,3,4,3,Fintech partnership (enhanced),Kenya M-Pesa vs banks,1.5
S10_v0.5_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS01,pct,-1.1262,3,4,2,Product differentiation,subscriber churn,0.5
S38_v1.0_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,EmergencyOpex,pct,20.1522,1,5,8,National security,restoration cost,1.0
S09_v1.0_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Reputation,delta,-3.0109,2,4,4,Data governance,GDPR analogue,1.0
S10_v1.5_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS01,pct,-3.5632,3,4,2,Product differentiation,subscriber churn,1.5
S01_v0.5_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN03,delta,-0.9624,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,0.5
S52_v1.0_2,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",EnterpriseRev,pct,25.152,3,3,4,5G investment,FY26 forecast,1.0
S38_v1.0_1,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,FIN01,pct,-14.1883,1,5,8,National security,revenue collapse,1.0
S66_v1.5_2,Stress,Tariff floor removal only,"Price floor removed, moderate competition",FIN01,pct,-6.6599,3,3,2,Value stacking (enhanced),Kenya analogue,1.5
S40_v1.5_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,OPS04,pct,-12.5497,4,3,2,Value proposition,competitor analysis,1.5
S05_v0.5_2,Stress,ECG tariff +40%,Power utility raises tariffs 40%,Opex,pct,6.3609,3,3,1,Energy efficiency (enhanced),FY23 tariff hike,0.5
S57_v1.5_2,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,FIN01,pct,-6.2576,3,2,2,Tariff repricing,0.32 elasticity,1.5
S34_v1.5_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoOutage,delta,23.6619,2,4,6,Vendor diversification (enhanced),service disruption,1.5
S14_v1.5_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",Opex,pct,30.0126,3,5,4,Base case review (enhanced),cost pressure,1.5
S09_v0.5_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Fine,abs,99.0821,2,4,4,Data governance (enhanced),regulatory penalty,0.5
S64_v1.0_1,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,Fine,abs,1178.258,2,5,4,Legal reserve,extreme penalty,1.0
S14_v0.5_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",Opex,pct,8.6295,3,5,4,Base case review (enhanced),cost pressure,0.5
S13_v1.5_1,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,FIN03,delta,-6.1543,2,5,6,Resilience investment,cost overrun,1.5
S13_v1.5_1,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,OPS07,delta,-4.4608,2,5,6,Resilience investment,coverage loss,1.5
S63_v0.5_2,Stress,NCA small fine GHS 100m,Minor compliance fine,Fine,abs,42.9262,4,2,1,Compliance (enhanced),industry norm,0.5
S08_v0.5_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,OPS01,pct,-0.4691,2,3,2,Disaster recovery,subscriber disruption,0.5
S90_v1.0_2,Upside,ECG prepaid metering for sites,Better power management reduces diesel use,DieselCost,pct,-4.6777,4,2,2,Energy efficiency,ongoing saving,1.0
S40_v0.5_1,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,DataShare,delta,-1.1119,4,3,2,Value proposition,market share shift,0.5
S53_v0.5_2,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",DigitalRev,pct,41.6256,3,4,4,Fintech growth,new revenue,0.5
S28_v1.0_1,Stress,BoG MoMo interoperability mandate,Compulsory low‑cost interoperability with banks,SEG03,pct,-14.3523,4,4,2,Fintech platform,Tanzania analogue,1.0
S11_v1.5_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN03,delta,-6.3905,3,5,6,Diversification (enhanced),compound margin impact,1.5
S02_v1.5_2,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,Opex,delta,29.9295,3,3,2,Cost optimisation,operating leverage,1.5
S72_v1.5_1,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,DieselOpex,abs,329.2118,4,3,3,Power backup,FY23 level,1.5
S07_v0.5_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",OPS07,delta,-1.3126,2,4,2,Litigation & lobbying,coverage reduction,0.5
S47_v0.5_1,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",DieselOpex,abs,379.5532,3,4,4,Alternative power,2024 load-shedding,0.5
S03_v1.0_1,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,FIN01,pct,-1.8877,3,4,2,Pricing strategy,indirect revenue loss,1.0
S75_v1.0_2,Stress,Minor cyber breach - limited data,Small leak of non‑sensitive data,Reputation,delta,-0.4826,4,2,1,Cyber hygiene (enhanced),low impact,1.0
S56_v0.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,SEG03,pct,-17.4183,1,5,8,Comprehensive resilience (enhanced),MoMo wipeout,0.5
S32_v1.0_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN01,pct,-15.2811,2,5,6,Unified response,compound effect,1.0
S31_v0.5_1,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,Fine,abs,278.9396,3,3,2,Data compliance,DPC enforcement guidelines,0.5
S02_v0.5_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN03,delta,-1.5886,3,3,2,Cost optimisation,FY22 inflation impact,0.5
S34_v0.5_2,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoUsers,pct,-6.7572,2,4,6,Vendor diversification,churn,0.5
S37_v1.0_2,Stress,AI-driven MoMo fraud surge +500%,AI fraud attacks cause massive MoMo losses,FraudLosses,abs,317.0006,3,4,2,AI fraud detection,Kenya fraud trend,1.0
S41_v1.5_2,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,DataARPU,pct,-22.7161,2,4,3,Strategic partnership,international MVNO impact,1.5
S56_v0.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN03,delta,-4.1854,1,5,8,Comprehensive resilience,severe margin,0.5
S22_v0.5_1,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",GeneratorOpex,pct,15.0669,3,3,1,Energy transition,site costs,0.5
S46_v0.5_2,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,ARPU,delta,-0.2775,3,3,2,Satellite partnership,pricing pressure,0.5
S23_v1.5_2,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",USDPayables,pct,37.6777,2,5,6,Hard currency reserves (enhanced),liquidity crisis,1.5
S30_v1.5_1,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",ActiveSubs,pct,-12.8006,3,4,6,Stakeholder engagement,Nigeria SIM registration,1.5
S15_v0.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",Capex,pct,-12.4373,2,5,4,Emergency tariff repricing,investment pause,0.5
S41_v1.5_2,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,Enterprise,pct,-16.2565,2,4,3,Strategic partnership (enhanced),business segment,1.5
S89_v1.0_2,Upside,NCA quality of service bonus,"MTN meets QoS targets, gets fee rebate",FIN03,delta,0.2901,4,2,1,Network investment,rebate income,1.0
S29_v0.5_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,GroupWriteDown,delta,0.4986,1,5,8,Legal defence,impairment,0.5
S25_v1.5_2,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,FIN03,delta,-2.4789,3,3,1,Compliance,margin impact,1.5
S11_v1.0_1,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN01,pct,-12.8636,3,5,6,Diversification (enhanced),compound FY22-FY23,1.0
S01_v0.5_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN02,pct,-5.9935,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,0.5
S61_v0.5_1,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN01,pct,0.8865,3,3,2,Debt restructuring,lower borrowing cost,0.5
S45_v0.5_2,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,VoiceRev,pct,-9.1681,4,3,2,OTT monetisation,global trend,0.5
S04_v0.5_2,Stress,Sovereign debt freeze,"IMF programme stalls, donors cut aid",Dividend,abs,-24.1587,2,4,6,Repatriation planning,FY22 dividend freeze,0.5
S16_v1.0_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",Opex,pct,33.0408,2,5,6,Cost pass-through (enhanced),FY22 extreme,1.0
S77_v1.0_2,Upside,FX hedging gain (unexpected),Cedi weakens but MTN had hedged,FIN03,delta,0.5684,4,2,1,Hedging strategy,windfall,1.0
S16_v1.0_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",FIN03,delta,-5.2727,2,5,6,Cost pass-through,operating leverage,1.0
S47_v1.0_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",SiteAvailability,delta,-3.1353,3,4,4,Alternative power (enhanced),service uptime,1.0
S22_v1.0_1,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",GeneratorOpex,pct,29.6208,3,3,1,Energy transition (enhanced),site costs,1.0
S50_v0.5_1,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,SharePrice,pct,-4.5025,2,3,1,Succession planning (enhanced),market reaction,0.5
S71_v0.5_1,Stress,New MVNO niche (youth),Small MVNO takes 2% of prepaid market,OPS01,pct,-0.2534,4,2,2,Segment defence (enhanced),niche loss,0.5
S42_v1.5_1,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",Churn,pct,3.1852,3,3,2,Marketing efficiency,subscriber retention,1.5
S49_v1.5_2,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,CapexEfficiency,pct,-46.5857,3,3,2,Supplier diversification,global chip shortage,1.5
S51_v0.5_1,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,Opex,abs,70.178,2,3,2,Employee relations,FY21 strike cost,0.5
S30_v0.5_1,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",DataSubs,pct,-3.1031,3,4,6,Stakeholder engagement,data impact,0.5
S25_v1.0_2,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,FIN03,delta,-1.4067,3,3,1,Compliance,margin impact,1.0
S51_v1.0_1,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,CustomerService,delta,-0.5094,2,3,2,Employee relations (enhanced),NPS decline,1.0
S54_v0.5_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",MoMoVolumes,pct,10.0453,2,3,2,Macro hedging (enhanced),transaction growth,0.5
S23_v1.0_2,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",Cedi,delta,-30.7912,2,5,6,Hard currency reserves,FY22 disorderly,1.0
S27_v1.5_1,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",FIN01,pct,-7.501,3,4,2,Pricing strategy,Kenya precedent,1.5
S05_v1.0_1,Stress,ECG tariff +40%,Power utility raises tariffs 40%,Opex,pct,13.3467,3,3,1,Energy efficiency,FY23 tariff hike,1.0
S76_v1.5_2,Stress,Shareholder dividend pressure,Activist investors demand higher payout,Dividend,delta,0.7318,3,3,2,Capital allocation,no direct KPI,1.5
S32_v1.0_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,Capex,pct,19.0195,2,5,6,Unified response (enhanced),forced investment,1.0
S63_v1.0_2,Stress,NCA small fine GHS 100m,Minor compliance fine,Fine,abs,87.2424,4,2,1,Compliance (enhanced),industry norm,1.0
S07_v0.5_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",DataUsage,pct,-7.7839,2,4,2,Litigation & lobbying (enhanced),user experience decline,0.5
S27_v1.0_2,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",ARPU,delta,-3.0361,3,4,2,Pricing strategy,revenue per user,1.0
S06_v1.5_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,SEG03,pct,-19.1258,2,5,3,Cyber resilience,industry benchmark,1.5
S83_v1.0_1,Stress,Diesel tax rebate,Govt removes fuel tax for telcos,FIN03,delta,0.543,4,2,1,Government relations,benefit,1.0
S74_v1.0_1,Stress,Labour dispute - 1 week strike,"Short strike, minimal impact",Opex,abs,52.6903,4,2,1,Labour relations,small cost,1.0
S86_v1.5_1,Upside,Green energy subsidy,Govt subsidises solar for cell sites,FIN03,delta,0.6814,4,2,2,Solar investment,operating cost,1.5
S49_v1.0_1,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,RolloutDelay,delta,2.0196,3,3,2,Supplier diversification (enhanced),quarters,1.0
S01_v1.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN03,delta,-3.0754,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.5
S26_v0.5_1,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,Capex,abs,423.0935,3,3,3,Network planning,MTN SA refarming cost,0.5
S41_v0.5_2,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,Enterprise,pct,-4.3326,2,4,3,Strategic partnership (enhanced),business segment,0.5
S64_v1.5_2,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,Fine,abs,1760.9582,2,5,4,Legal reserve,extreme penalty,1.5
S03_v0.5_1,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,SEG03,pct,-12.8616,3,4,2,Pricing strategy (enhanced),Q2 2022 e-levy impact,0.5
S10_v1.5_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,FIN01,pct,-8.7226,3,4,2,Product differentiation,revenue erosion,1.5
S27_v1.0_1,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",ARPU,delta,-3.0274,3,4,2,Pricing strategy,revenue per user,1.0
S60_v1.5_2,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,Opex,pct,36.3011,2,5,3,Price elasticity,cost pass-through,1.5
S28_v0.5_1,Stress,BoG MoMo interoperability mandate,Compulsory low‑cost interoperability with banks,FeeYield,pct,-16.235,4,4,2,Fintech platform,revenue erosion,0.5
S37_v1.5_1,Stress,AI-driven MoMo fraud surge +500%,AI fraud attacks cause massive MoMo losses,FraudLosses,abs,403.909,3,4,2,AI fraud detection (enhanced),Kenya fraud trend,1.5
S77_v0.5_1,Upside,FX hedging gain (unexpected),Cedi weakens but MTN had hedged,FIN03,delta,0.2289,4,2,1,Hedging strategy (enhanced),windfall,0.5
S87_v1.5_1,Upside,Currency swap agreement (China),Direct GHS/CNY settlement reduces USD exposure,FXCost,delta,-0.3233,4,3,2,Innovative hedging,lower cost,1.5
S82_v1.0_1,Upside,AI customer service breakthrough,AI reduces call centre costs 30%,FIN03,delta,1.9505,4,3,2,Automation investment (enhanced),cost reduction,1.0
S49_v1.0_2,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,RolloutDelay,delta,2.0869,3,3,2,Supplier diversification (enhanced),quarters,1.0
S15_v1.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN02,pct,-26.6878,2,5,4,Emergency tariff repricing (enhanced),EBITDA erosion,1.5
S19_v1.5_2,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,USDOpex,pct,-25.5176,3,3,2,Shareholder returns (enhanced),cost relief,1.5
S01_v1.0_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,OPS04,pct,-15.1331,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.0
S64_v1.0_1,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,FIN03,delta,-4.0214,2,5,4,Legal reserve (enhanced),EBITDA reduction,1.0
S19_v0.5_1,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,FIN03,delta,1.5104,3,3,2,Shareholder returns,FY25 tailwind,0.5
S61_v0.5_2,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN01,pct,0.8591,3,3,2,Debt restructuring,lower borrowing cost,0.5
S14_v0.5_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN01,pct,-2.938,3,5,4,Base case review,FY22 data,0.5
S11_v1.5_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN01,pct,-17.1933,3,5,6,Diversification (enhanced),compound FY22-FY23,1.5
S06_v1.0_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,Reputation,delta,-2.1259,2,5,3,Cyber resilience (enhanced),qualitative,1.0
S34_v1.5_2,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",EmergencyCapex,abs,1821.1268,2,4,6,Vendor diversification (enhanced),industry risk,1.5
S01_v1.5_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN02,pct,-16.0874,3,4,3,Emergency tariff repricing (enhanced),FY22 analogue 0.32 elasticity,1.5
S21_v1.0_1,Stress,Cocoa/commodity crash - fiscal squeeze,"Cocoa prices fall 40%, export revenues drop",MoMoVolumes,pct,-8.1792,3,3,2,FX hedging,transaction value,1.0
S54_v1.0_2,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS04,pct,8.9505,2,3,2,Macro hedging,ARPU uplift,1.0
S73_v1.0_2,Stress,Localised flood - 50 sites down,Regional flooding affects 50 towers,FIN01,pct,-0.2837,4,2,1,Local resilience,short outage,1.0
S56_v0.5_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,Dividend,abs,0.0431,1,5,8,Comprehensive resilience,suspended,0.5
S20_v1.5_1,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",FIN01,pct,-3.1519,3,3,3,Strategic planning (enhanced),FY23 IMF programme,1.5
S28_v1.5_2,Stress,BoG MoMo interoperability mandate,Compulsory low‑cost interoperability with banks,FeeYield,pct,-40.3935,4,4,2,Fintech platform,revenue erosion,1.5
S43_v1.5_1,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN01,pct,-17.9324,3,4,2,Cost leadership,2018 price war,1.5
S69_v1.0_1,Stress,MoMo fraud surge +200%,"Fraud losses double, customer trust dips",SEG03,pct,-4.618,3,3,2,Fraud detection,trust erosion,1.0
S12_v1.5_2,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,FIN02,pct,-8.4032,3,4,4,Fintech strategy (enhanced),earnings impact,1.5
S51_v1.5_1,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,Opex,abs,214.5297,2,3,2,Employee relations,FY21 strike cost,1.5
S06_v1.0_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,FIN02,pct,-3.0557,2,5,3,Cyber resilience (enhanced),revenue loss + fines,1.0
S44_v0.5_1,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,MoMoUsers,pct,-7.307,3,4,3,Fintech partnership (enhanced),Kenya M-Pesa vs banks,0.5
S04_v1.0_1,Stress,Sovereign debt freeze,"IMF programme stalls, donors cut aid",WorkingCapital,delta,15.0723,2,4,6,Repatriation planning,FY22 working capital impact,1.0
S50_v0.5_2,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,StrategyRisk,delta,0.5166,2,3,1,Succession planning,execution,0.5
S16_v1.0_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",OPS01,pct,-3.758,2,5,6,Cost pass-through,reduced affordability,1.0
S65_v1.0_2,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,FIN01,pct,-2.9914,4,2,2,Pricing agility,partial cap,1.0
S29_v1.0_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,FIN01,pct,-28.5324,1,5,8,Legal defence,extreme tail risk,1.0
S09_v1.0_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Churn,pct,5.413,2,4,4,Data governance,customer flight,1.0
S05_v1.0_2,Stress,ECG tariff +40%,Power utility raises tariffs 40%,Opex,pct,10.6542,3,3,1,Energy efficiency,FY23 tariff hike,1.0
S58_v1.0_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",OPS04,pct,-31.5722,1,6,8,Contingency planning (enhanced),ARPU halved,1.0
S40_v1.5_1,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,OPS04,pct,-11.4517,4,3,2,Value proposition,competitor analysis,1.5
S29_v1.0_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,GroupWriteDown,delta,1.0566,1,5,8,Legal defence (enhanced),impairment,1.0
S11_v1.0_1,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",OPS01,pct,-2.5648,3,5,6,Diversification (enhanced),population impact,1.0
S16_v0.5_2,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",Opex,pct,17.5494,2,5,6,Cost pass-through (enhanced),FY22 extreme,0.5
S14_v1.0_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",Opex,pct,19.8167,3,5,4,Base case review,cost pressure,1.0
S32_v0.5_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,SEG03,pct,-15.4589,2,5,6,Unified response,MoMo collapse,0.5
S85_v0.5_2,Upside,New data centre investment,MTN builds Tier‑4 data centre,EBITDA,delta,0.0942,4,3,2,Digital infrastructure,cloud revenue,0.5
S38_v0.5_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,FIN01,pct,-7.9254,1,5,8,National security,revenue collapse,0.5
S07_v1.0_2,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",DataUsage,pct,-13.1822,2,4,2,Litigation & lobbying,user experience decline,1.0
S67_v0.5_2,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataShare,delta,0.9361,4,3,3,5G leadership,competitive advantage,0.5
S33_v1.0_1,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",OPS01,pct,-5.2728,1,5,4,Cyber insurance,subscriber loss,1.0
S54_v0.5_2,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",MoMoVolumes,pct,10.4238,2,3,2,Macro hedging,transaction growth,0.5
S70_v1.5_2,Stress,Telecel mild price promotion,10% discount on weekend calls,OPS04,pct,-1.4576,4,2,1,Retention campaigns (enhanced),minor churn,1.5
S08_v0.5_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,Capex,pct,7.809,2,3,2,Disaster recovery (enhanced),replacement cost,0.5
S07_v1.0_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",DataUsage,pct,-13.9838,2,4,2,Litigation & lobbying (enhanced),user experience decline,1.0
S31_v1.5_2,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,Fine,abs,813.9288,3,3,2,Data compliance (enhanced),DPC enforcement guidelines,1.5
S56_v0.5_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN03,delta,-3.9951,1,5,8,Comprehensive resilience,severe margin,0.5
S03_v1.0_2,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,FIN01,pct,-1.9476,3,4,2,Pricing strategy,indirect revenue loss,1.0
S41_v1.0_2,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,Enterprise,pct,-11.2592,2,4,3,Strategic partnership,business segment,1.0
S54_v1.5_2,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",MoMoVolumes,pct,31.4398,2,3,2,Macro hedging,transaction growth,1.5
S82_v1.0_2,Upside,AI customer service breakthrough,AI reduces call centre costs 30%,FIN03,delta,1.8797,4,3,2,Automation investment,cost reduction,1.0
S22_v1.0_2,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",GeneratorOpex,pct,28.9755,3,3,1,Energy transition,site costs,1.0
S15_v1.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",Capex,pct,-37.1789,2,5,4,Emergency tariff repricing,investment pause,1.5
S03_v1.5_1,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,SEG03,pct,-37.7611,3,4,2,Pricing strategy,Q2 2022 e-levy impact,1.5
